id	sentiment	review
5155_1	0	If you are planning to rent or buy this movie don't. It's the worst thing I have ever seen. I would comment on it more but It has been 10 years since I saw it and have blanked all of it from my mind. Save yourself some time money and well being and stay far far away.
6337_1	0	"This one features all the (bad) effect of Prior's cheap-o movies, but is so overtly racist, nasty and unpleasant that it is difficult to give this piece of dreck any redeeming feature. Unless you plan to enlist in the Marines, skip this one. Oh, and even if you do, avoid it at all costs."
2598_1	0	"Even in a bad film, there is usually some redeeming feature, something that you can say yes it was terrible, but there was that performance, or that part of the script, or that special effect, this was just simply terrible all over. The acting was laughable, the script terrible, complete with many inexplicable Breakfast at Tiffany's references, and even the special effects were shoddy at best. This was a very bad film and one that even Drew Barrymore wishes was expunged from history. Watch it if you want to: a) Suffer harsh self inflicted pain. b) See just how bad a film can be. This is one film where I can use the cliché \there's ninety minutes of my life I will never get back\"" with some justification!"""
1475_4	0	"Most of the episodes on Season 1 are awful..There is no comparison to Twilight Zone or Outer Limits, as they programs actually had decent story lines. Most of Amazing Stories are well dull..not amazing in the least..go rent or buy the Twilight Zone series...I have heard Season 2 of this series is much better..also for some reason on the DVD's they cut out the Ray Walston parts which further diminishes this compilation. The one cool thing is to see actors and actresses when they were younger in 1985...Most of the story lines are very predictable though and the series could of been better with twists and turns that left you wondering..."
1473_9	1	"Bear in mind, any film (let alone documentary) which asserts any kind of truth, will generate an adverse and proportional amount of cynicism, from those to whom any suggestion of and or search for truths is already meaningless, those of you who are already Masters of psychology, film, and captains of the soul, will no doubt find this movie redundant, after all, you already know everything there is to know. Congrats.<br /><br />For those of us in the minority like myself, I found \The Perverts Guide To Cinmea\""....mostly brilliant, and worth watching for those interested in movies, psychology, and modern philosophy.<br /><br />A little like Scott Mclouds' \""Understanding Comics\"", director Sophie Fiennes, inter-grates Slovene philosopher, psychologist, and social critic Slavoj Zizek right into many of the films and specif scenes he discusses. The cover is an image from \""The Birds\""(Zizek takes a boat out to re-create the shot).<br /><br />Lacanian Psycho-analysis, does not necessarily scream, an evening of great fun...but it is! If you like movies that is.... Having some knowledge of Lacanian psycho-analysis helps (Symbolic, Real, and Imaginary) are terms which get thrown around a little loosely at first, but the scenes which Zizek selects and analyze make remarkably clear what was always for me, a very abstract subject. In fact, it's probably better to have a familiarity with the films he's discussing than with the terminology he uses, which becomes clearer as the film goes on.<br /><br />Why I love, this film isn't because it picks great films to analyze or reveals great truths about Lacan, but shows in a very practical and clever manner, where film and psychology (and by default philosophy) meet.<br /><br />Why is \""The Sound Of Music\"" kinda fascistic, why is \""Short Cuts\"" about more than just class and alienation, why do the birds attack in \""The Birds\"", what is there to learn about the mind from \""Alien Resurrection\"", what does the planet of \""Solaris\"" want, what does \""Psycho\"" and \""The Marx Brothers\"" have to do with each other, and what the hell is David Lynch getting across in movie after movie...well Zizek has some ideas.<br /><br />The role of the voice in both \""The Excorcist\"" and \""Star Wars: Revenge Of The Sith\"", is maybe the movies strongest and most lucid moment, when he gets into feminine sexual subjectivity I begin to wonder...at one point Zizek admits his feeling that flowers are a kind of decorative vagina dentatta, that they are disgusting and should be hidden from children (jokingly, it seems but...).<br /><br />Anyway, it's a fascinating documentary, which anyone who has ever seen a movie, and thought it meant something more than was literally stated, should make an attempt to see.<br /><br />And anyone interested in Slavoj Zizek, this is a must as well, much less dry than \""Reality Of The Virtual\"", and more direct than \""Zizek!\"", two other pseudo-docs, about \""the Elvis of contemporary cultural criticism\"", as he is being dubbed, in the English speaking world.<br /><br />\""The Perverts Guide To Cinema\"" is NOT about the role of sex in cinema. Zizek claims cinema is the ultimate pervert art, because it teaches \""how to desire, and not what to desire\"", and that it is the only contemporary art form that can allow for these desires to be articulated. This is not a film about finding the reality in cinema, it's about finding the cinema in reality, and how important and exciting that can be. Hard to find, and a bit long, but well worth the trouble, one of the most \""stimulating\"" movie watching experiences I've ever had."""
10312_10	1	"As long as you go into this movie knowing that it's terrible: bad acting, bad \effects,\"" bad story, bad... everything, then you'll love it. This is one of my favorite \""goof on\"" movies; watch it as a comedy and have a dozen good laughs!"""
11817_4	0	"A pretty average scifi film. The plot was more or less obvious from the start. Although the acting was reasonably good, the writing seemed very cliched, using ideas taken from numerous films.<br /><br />The basic plot: Scientists working on a deep space research platform rescue a fighter from crashing into the red dwarf that they have been orbitting. Onboard they find a stasis pod, which coincidently malfunctions at that very moment. After 2 or 3 minutes of the man in the pod waking up, you realise that he is a complete lunatic. Something which totally escapes the 3 person crew of the research ship...<br /><br />After that it becomes a rip off every other film involving a psychotic madman terrorising innocent victims, overall I think Speed 2 was a better exploration of the subject matter, which I didn't consider to be a good film either.<br /><br />Not a good film, get Aliens out and watch that again.<br /><br />"
12298_8	1	"After Garbo's introduction to sound in Clarence Brown's \Anna Christie\"", Jacques Feyder made a German version of the movie where all of the cast, except for Garbo, were different. While the American version is still more available in the USA and most of the American viewers have primarily seen this version, the Germna \""Anna Christie\"" is more likely to be viewed in Europe. As I have seen both films, I feel the right to compare the two closely-knit productions. Is Jacques Feyder's film different? Is it better than Clarence Brown's? <br /><br />In this analysis, I would like to focus first on what the both movies have in common. They have identical sets, very similar scripts and the same chronologically presented scenes. Here, you also find the story of the young woman who comes back to her father after years of absence and is trying to start a new life. Here, you also have the humorous, though a bit shorter, sequence in the amusement park. However, when emphasizing Garbo herself, I address the first difference. She does not appear to cause such a curiosity while talking. The viewer concentrates more on her acting than on the way she speaks, which occurred, most probably, to 1931 viewers. Garbo was very good in American film and she is also very good here. Yet, to me, she seems even more genuine in the German version. It is noticeable that Garbo does not focus on the way she says the words that much (the effort that was artificially created by the sensation: GARBO TALKS!). Her German is not very well pronounced; yet no one cares: everything is perfectly understood. Therefore, I can easily say the same I did in my American version comment: Skaal Greta Garbo! <br /><br />Yet, the film differs in one very important issue: the rest of the cast. Here comes the question: which portrayal seems more captivating, which one is better for sure? The differences are filled with varieties. Salka Viertel (or Salka Steuerman), Garbo's lifelong friend, does not do the equally great job as Marie Dressler in the role of Marthy Owens. She is not bad, she is different, sometimes overacts (from today's perspective) but is no longer that genuine in the role as Marie Dressler who still amuses us and whose moments have absolutely stood a test of time. Some people even claim that Dressler was better than Garbo in the film and that opinion, though appears to be questionable of course, carries some truth. Theo Shall is more sympathetic as Matt than Charles Bickford but when applied to him, this is not the matter of performance so much as the mater of looks.<br /><br />Who shines in the German \""Anna Christie\"", who is really worth greatest attention is Hans Junkermann in the role of Chris Christopherson, Anna's father. George F. Marion vs Hans Junkermann is like a day vs night difference. Junkermann portrays a real alcohol addict, a man with hopes, with fears, who overdoes the care of his daughter. The scene of Anna's first meeting with her father is truly magnificent, the opening moment of Chris' conversation with Marthy is memorable particularly thanks to his facial expressions and a flawless performance. Junkermann is the Chris whom you like, who you sometimes laugh at, whom you sympathize with, who leaves a picture of a calm alcoholic sailor in your mind. Great! <br /><br />If you have seen the American \""Anna Christie\"" and have a chance to get the German version, I would highly recommend to you this movie because it's a slightly different look at the story, a nice and accurate way to compare, a fine enrichment to Clarence Brown's movie and, foremost, a wonderful chance to discover a marvel of performance: Hans Junkermann's. Skaal or Prost, Hans Junkermann!"""
8806_9	1	"i chose to see the this film on the day it opened nationally in france, as a personal way for myself to reflect on what had happened a year previous; the collection works as intended: it provokes a whirlwind of thoughts and emotions, working as an intellectual hommage, never stooping to cheap sentimentality nor knee-jerk reactionism.<br /><br />there have been many allegations made that the film is anti-american: while i cannot speak for everyone in this regard, i am one american who found such statements to be completely untrue. people make much noise about the egyptian segment, by Chahine, because it voices perspectives of palestinian suicide bombers asserting that civilians in a democracy are \fair targets\"" for they elect the governments the bombers are seeking to attack, but this ignores much else in the piece: several perspectives are discussed, no one being held up as the truth, and critics--if they even saw the piece--seem to forget the fondness and warm dialogue that takes place between the director and the ghost of the american dialogue, and the director's intense sadness upon hearing of the tragedy.<br /><br />pretty much all of the films are beautiful, thoughtful & inspiring, in particular the brilliant work by Mahkmalbaf, Tanovic, Loach & Inarritu. Nair, good as usual, effectively tells a true story of an injustice committed against a muslim family in the wake of anti-islam hysteria that swept--and still sweeps--the states. i did find Gitai's piece a bit vulgarly loud and simple in it's critic of media hysteria in the face of terrorism, and Penn's piece was too impressionistic and elliptical for my tastes, though i had expected to like it. Borgnine is very good and brave in it. SPOILER WARNING: one reviewer below incorrectly read the falling of the towers as being a happy moment for the character; my read is rather that the falling of the towers is what, because light floods his room, keys him into the loss in his life that he refused to recognize. again this is a sort of impressionistic piece, for we know that if the towers were really blocking the light to this man's flat, then there would have been nothing but smoke and ash, not light, flooding through his window."""
6975_3	0	"Oh God,what an idiotic movie!Incredibly cheap with fake special effects(the creature is played by one guy in lame costume)and stupid plot.All dialogues are unbelievably bad and these actors(HA!HA!HA!)...they're simply ludicrous.For example I have never seen so annoying characters like in this junk(these dumb kids or pregnant woman with his husband and many more).All in all,this is a great entertainment if you're drunk.Avoid it like the plague.Am I drunk?I don't think so..."
4977_7	1	"So many educational films are nothing more than mind-numbing drudgery, saved only by the fact that \MST3K\"" mocks them (\""Why Study Industrial Arts?\"" comes to mind). \""Hemo the Magnificent\"" is actually quite well done. It's all about blood, the heart, and the circulatory system. I admit that I don't remember everything from it, but it does a good job explaining everything, keeping it serious but entertaining. I guess that you can always count on June Foray (most famously the voice of Rocky the Squirrel, she plays a deer here).<br /><br />Since \""Hemo the Magnificent\"" itself may be hard to find, probably the best place to see it is in \""Gremlins\"": a class is watching it while a gremlin is forming."""
8929_8	1	"First of all, I liked very much the central idea of locating the '' intruders'', Others in the fragile Self, on various levels - mainly subconscious but sometimes more allegorical. In fact the intruders are omnipresent throughout the film : in the Swiss-French border where the pretagonist leads secluded life; in the his recurring daydream and nightmare; inside his ailing body after heart transplantation.... In the last half of the film, he becomes intruder himself, returning in ancient french colony in the hope of atoning for the past. <br /><br />The overall tone is bitter rather than pathetic, full of regrets and guilts, sense of failure being more or less dominant. This is a quite grim picture of an old age, ostensibly self-dependent but hopelessly void and lonely inside. The directer composes the images more to convey passing sensations of anxiety and desire than any explicit meanings. Some of them are mesmerizing, not devoid of humor though, kind of absurdist play only somnambulist can visualize."
8103_10	1	"this was the most costly film, when produced. Sir Alexander Korda and H.G. Wells were both distressed by its poor ratings---for good reason. it was and remains far ahead of its time. aside from the seemingly poor direction, probably editing, at the very beginning, the work moves along to a stunning conclusion.<br /><br />whether its Sir Ralph Richardson's 'Boss' role, or even better, his wife's, Sir Cedric's, as adversary to space-faring, Raymond Massey's 'John Cabal' center role---all deliver mind-boggling performances.<br /><br />the scene with mr. Korda's incomparable set, of the small girl-child, running out to an absolutely 'never-to-be-matched' scene, commenting 'Life just keeps getting lovelier and lovelier'? that swiftly brings tears to any parent/grandparent. this is not a film for the young--unless 'experienced' and rather those who have seen 'the horror' it opposes.<br /><br />sure, the 'phony-parachuting', looks hokey---while using a 'magnetic-cannon', now termed 'mass-driver' may be viewed as ridiculous, vs. rockets---give Sir Korda a break--Mr. Wells made that choice. and at +/- $8 million, this film went way beyond 'over-budget'---so he concentrated on what he could manage.<br /><br />the true power of this Greatest of cinema rests in 'John Cabal's' final statement of human destiny---his friend 'Passworthy' doubts the wisdom of space-faring, saying, 'We're such little animals.' John Cabal's proper response is,(paraphrased) 'Yes, little animals, and if that is all we are, we must live and die as such.' they are standing under a large astronomical telescope. he sweeps his hand over the night sky. 'Yet we may have all the Universe, or nothing.'---then the final chorus breaks in---'Which shall it be?'---this is not 'Star Wars', 'Blade Runner'---anything you may consider 'Great'---this is the Real Thing.<br /><br />i remind all of Steven Hawking's most recent address, upon his latest 'Medal of Honor'---'Humanity must leave Earth, or die.'---the very core of this work---i love 'standard entertainment'---yet this 'relic', for the wise viewer, offers far more. 'Which Shall It Be?' be in the proper 'mood'---whatever that takes---this will take your breath away---i 'guarontee'---overall, for humanity? the most significant of cinema. <br /><br />since posting, i note many have commented on the poor 'media-quality' of 'surviving' examples. in the 80's i developed a 'proprietary' 'colorization' process which required a 'clean' original. this led me to Michael Korda, who sadly noted all were gone---so we must relish what remains---'sad but true?'"
12307_3	0	"When I say \ Doctor Who \"" you might conjure up an image of Tom Baker , or Jon Pertwee or maybe Peter Davison . When I say \"" James Bond \"" you`ll almost certainly conjure up an image of Sean Connery while a small handful of people may think of Roger Moore or Pierce Brosnan . But when I say \"" Sgt Bilko \"" absolutely everyone will think of Phil Silvers . Unlike Doctor Who or James Bond the role belongs exclusively to one actor . And that`s the problem with this film version you`ll continually wish you were watching the old black and white show . In fact the whole idea of making a film version of BILKO without Silvers in the title role comes close to sacrilage"""
12279_9	1	"Maybe it's because I saw the movie before reading the book, but I really love this movie. I've seen it many many times and will be watching it many times more. It's a compelling story, that's interesting from the beginning to the end. It has everything: action, romance etc."
9302_10	1	"Most of the comments have been positive but I would like to add that viewers should also focus on the sets. The set designer used a lot of beautiful art deco treatments along with beautiful buildings, stairs, doors, furniture and so forth. It is worth paying attention to. The movie is driven by characterization and symbolism which is very rich. All the gangster actors were cast - it was like seeing old friends and it was a treat. The dialog was amusing at times but stilted at times and I suppose it was meant to be that way. This is a film buff's film. It was made by people, for people who love the medium. Don't miss this one."
7904_8	1	"If you have ever read and enjoyed a novel by Tom Robbins you will appreciate this movie as a whole-hearted attempt to translate his outrageously unconventional writing style into a workable piece of big screen art. The actors and the direction of this film are both good. <br /><br />The only trouble with the film, as I can see it, is that Robbins can relate ideas and sentiments with his words that were still beyond Hollywood's capabilities at the time this film was shot.<br /><br />Given both the irreverence of today's movies, as well as the willingness and abilityof today's audiences to delve into the bizarre, I think \Even Cowgirls... would receive a better reception today than it did when it was originally released."""
7835_9	1	"I saw this film last night at a special movie theater showing in Nürnberg, and it was superb. I do have to admit that the original music composition of the cello player and percussion/xylophone player influenced the mood of the film, but the film itself also had force in its portrayal of the tragic Nibelungen saga.<br /><br />If you are interested in silent films or in the Nibelungenlied, I highly recommend this film. The costumes were fantastic and creative, the sets were opulent and exotic, and the acting was dramatic and breathtaking (as is typical of silent film \tragedies\"") Unfortunately, I have not seen the first part of this film duo that concerns Siegfried. The story of this second film begins after Siegfried's death, when Kremhild (Gudrun in the Norse versions of the story) begins to plan her revenge against her brothers.<br /><br />Also, I watched this film in German; I am a native English speaker and have a basic German knowledge. It was difficult to read the ?subtitles (what do you call that in silent films?) at first because of the old style German script, so I advise that if you watch it in German that you make sure you can differentiate your \""k's\"", \""f's\"", and \""s's\"" in the old script. :)"""
1216_3	0	"The genre of suspense films really takes a dive in this one. The big problem is IMPLAUSABILITY. I realize that you need to create difficult situations which would cause suspense and the tense feeling of whats going to happen next, but this movie was so predictable, and is just not believable. I find that the more I watch this kind of movie, the more I am continually saying things to actors to direct them away from danger. Continually making bad decisions just borders on being plain stupid. If they took the time to make it more realistic, I might have enjoyed it a little. Having said that, you might be better off staying away from this one."
6271_9	1	"I liked this movie. It was pretty cool. It has it all: cars, gun shooting, fighting, and even a token girl. It does not excel in any of this things, with the exception of the cars. A bit of shooting, a bit of fighting, a bit of smooching around, and LOT´s of car, with a great chase near the end. The jump, you may say, is impractical, but according to our good friends here at the IMDB it is possible, so the movie ain´t as bad as people are painting it. It has some quality, and I liked to watch it. In fact, I loved the film. And I didn´t need to turn off my brains to watch it. I wasn´t always thinking \Is this possible?\"" or tramp like that. 9 in 10."""
2218_7	1	"I know that originally, this film was NOT a box office hit, but in light of recent Hollywood releases (most of which have been decidedly formula-ridden, plot less, pointless, \save-the-blonde-chick-no-matter-what\"" drivel), Feast of All Saints, certainly in this sorry context deserves a second opinion. The film--like the book--loses anchoring in some of the historical background, but it depicts a uniquely American dilemma set against the uniquely horrific American institution of human enslavement, and some of its tragic (and funny, and touching) consequences.<br /><br />And worthy of singling out is the youthful Robert Ri'chard, cast as the leading figure, Marcel, whose idealistic enthusiasm is truly universal as he sets out in the beginning of his 'coming of age,' only to be cruelly disappointed at what turns out to become his true education in the ways of the Southern plantation world of Louisiana, at the apex of the antebellum period. When I saw the previews featuring the (dreaded) blond-haired Ri'chard, I expected a buffoon, a fop, a caricature--I was pleasantly surprised.<br /><br />Ossie Davis, Ruby Dee, the late Ben Vereen, Pam Grier, Victoria Rowell and even Jasmine Guy lend vivid imagery and formidable skill as actors in the backdrop tapestry of placage, voodoo, Creole \""aristocracy,\"" and Haitian revolt woven into this tale of human passion, hate, love, family, and racial perplexity in a society which is supposedly gone and yet somehow is still with us."""
8443_4	0	"Anna lives with her family in a new housing estate just outside the city. She has been with her husband Sebastiaan for years and they don't talk so much anymore. While on a working visit abroad, a female colleague commits suicide. Anna is deeply impressed by her death, even though she hardly knew her. Nobody seems to know why she took her own life. For the first time Anna realizes that one can be an unknown among your most dearest. Anna doesn't mention the incident back home and starts observing her husband and child. Guernsey is the story of a woman who suddenly starts looking at her own life. And she wonders how she got so drifted apart from the people closest to her.<br /><br />(This is my translation of the DVD cover text synopsis. I hope you find it useful, as this movie doesn't have an IMDb Plot Summary yet at this date.)"
317_10	1	Telemundo should definitely consider making a DVD collection of the novela Xica! I know tons of people including myself who would like to be able to purchase the novela Xica! It is a very entertaining novela which is set in Brazil. The costumes worn by the actors are beautiful and the town in which the novela takes place is beautiful. Xica contains a lot of history of that time period. I wish Telemundo would televise it again even if it was a 2 in the morning. I would highly recommend watching Xica if it is ever shown again on Telemundo. I've e-mailed Telemundo a million times already to show the novela again but my pleas have fallen on deaf ears. The only cautionary statement about Xica is that it occasionally contains some harsh scenes therefore I would recommend that children under 14 do not watch Xica. Overall Xica merits a 10 out of 10!
7500_8	1	"If you think \Weird Al\"" Yankovic is hilarious, you won't be disappointed by THE COMPLEAT AL. Not only does this rare mockumentary feature many of Yankovic's more memorable videos (\""Like A Surgeon\"" and \""I Love Rocky Road\"" among them), but they are inter-spliced with funny vignettes supposedly highlighting the parodist's rise to fame. Yankovic is not for all tastes, but his humor is harmless and imaginative enough that even non-fans will at least be lightly amused. Die-hard fans will love it not only for its content, but also for its relatively early look into Yankovic's now nearly three decade career. Suitable for all ages, kiddies will no doubt love the funny visuals."""
507_10	1	"Enterprise, the latest high budget spin-off to the most successful franchise in film and or television history opens to the tune of a 90-minute episode called 'Broken Bow'. First we are swept into a massive action sequence with a Klingon being chased by some Suliban (who are the main enemy in the first season of the show). From there the televised movie takes us on a journey that seldom gets as good as it is, with some of the best character development, story and action/visual effects ever seen in such a short amount of time.<br /><br />The opening-credits is a debatable subject among the minority of Enterprise fans, whom some believe that the song is out of place. What they fail to realise is the lyrics themselves. If one listens to the actual song, instead of the theme, then they will begin to piece the parts of the puzzle together. And eventually as the series progresses further and further, and we learn more about our valiant captain and his crew, will the song actually become meaningful. Overall Diane Warren's theme is beautifully orchestrated and is sung just as well by opera singer Russell Watson.<br /><br />What makes any television show watchable and worth watching time and time again is its characters and the way they become structured and layered. Enterprise is (in my opinion) one of the most well cast shows since The Next Generation. Choosing Scott Bakula, as Captain Jonathan Archer was the best decision since Gene himself cast Patrick Stewart as Jean-Luc Picard. As the captain always leads the show, Bakula adds a subtlety to his role and brings a huge smile to the faces of anyone with blood pumping in their veins. He simply is (both actor wise and character wise) a superb human being and his charm, wit, and compassion are overwhelming to watch. As for the other cast members, a favourite of mine is John Billingsley who plays Dr. Phlox. It's also nice to see a non-human playing a role, and the decision to give the captain a dog, named 'Porthos' was a well-received idea. Throughout the show character development was brilliant, it was fast, well timed and almost perfect. I say almost because sadly Travis Mayweather's character played by the Briton Anthony Montgomery is a little weak at the end of the first season. He does have some things to say here and there, but remains in the hands of the producers to make him more important. Jolene Blalock is wonderful as the sometimes harsh but equally loveable Subcommander T'Pol. Dominic Keating as Lieutenant Malcolm Reed plays a strong role and is convincing as the armoury officer. Connor Trinneer plays Commander Charles \Trip\"" Tucker who always adds charm and comedic style to his character and finally Linda Park as Ensign Hoshi Sato, who often plays a weaker character but thankfully quickly becomes interesting. All of these characters make up Enterprise, and all bring a quality that Star Trek hasn't seen in a long time. Each person makes this show worth watching. Smiles and feel-good senses are guaranteed right from the first time we see them all together on the bridge of the starship Enterprise NX-01.<br /><br />The ship itself, the NX-01 is somewhat questionable in design. The series is set 150 years from now and 100 years before Captain Kirk. So why then does the ship appear to be similar in design to mid 24th century ships, namely the Akira class starship? Continuity has been an issue in Enterprise, but thankfully Rick [Berman] and Brannon [Braga] offer suitable explanations for each and everyone of them. Continuity is only a problem if you are forever scrutinising shows and are obsessed with the tiniest of details. If you see the show with and open mind, then you'll have no problems, but there is an urge to know 'why' all the time. So what did Berman and Braga offer to the Star Trek fan-base with the issue of the deign of the ship itself? According to them the NX-01 is how it is because of the incident in First Contact. When Zefram Cochrane saw the Enterprise-E through his telescope and from speaking with the away team lead by Commander Riker, it changed the ideas in his head. That's a good enough explanation for me.lets move on. Of course its not as easy for some fans to accept that sort of answer, some go as far as to refuse to see the show until they get a reasonable answer. Come on guys grow up.When George Lucas destroyed the Star Wars saga with the launch of his profit making new trilogy, fans couldn't do anything, only watch and sap it all up anyway. And then they learned that, well maybe its not that bad after all. If you can't accept a quality show for what it is, not what it should be in your mind, then go elsewhere. Or try becoming a producer on the show and then see what you can do.<br /><br />The sets on Enterprise remind me very much of the Defiant from Deep Space Nine. They often appear cold and have an eerie look of modern structure to them and they cry out that they belong to the military. Perhaps that why the crew of the USS Enterprise (aka flagship of the American fleet) like it so much. They are striking sets, and represent the show perfectly.<br /><br />Rick Berman 'the overlord of the empire' as John Logan so accurately put it and his counterpart Brannon Braga has hit the nail on the head exactly where they should have, and in all the right places. Whether that be technicalities, visuals, sound, editing or score. Enterprise is a fine demonstration to just how good televised science fiction can ultimately be, when in the hands of geniuses. The late Gene Roddenberry would be proud of this series and as a Star Trek fan, so should you."""
10339_2	0	"How did Mike Hammer live - in a penthouse with a GOLF BAG stashed in the corner next to a big screen cathode ray tube TV and a snazzy fireplace? Nah, he'd knock back a bottle of rye and twenty unfiltered Camels on the couch or floor of his fly-specked office or in the stink of a lousy downtown LA flop house, wiping the dried red crust and oil smeared mud off his face, that's how. Spillane wrote trash paperbacks, for sure, but how do you make it worse? Give some desperate scheming producer a blank check because he thinks any Film Noir titled crap will sell at the box office, add some over-the-hill hot tomatoes and just generally screw-up the story-line by some retard, drugged out screen writer, that's how!"
6061_10	1	"I enjoyed this movie so much that I watched it twice and that is something to say about a documentary. The musical score, cinematography and sound are absolutely stunning as you might expect from an Imax production. Even though it is shot for those huge Imax theaters, it looks and sounds wonderful on my home system. In fact this would make a perfect DVD to demo your system.<br /><br />The subject is also so fascinating. It is about Mario Andretti and his son Michael. I was already a fan of Mario because he is the best racecar drive in history since he is the only person to win the CART Championship, F1 Championship, The Daytona 500 and the Indianapolis 500. The script follows the path of two cars very important to the father and son. The first car is found in a chicken coop and turns out to be the first roadster that Mario ever drove and we follow restoration to gleaming perfection. The other car is Michael's new racecar and we follow it from cutting the mold through the race season. Imax lends just the right magic to make car construction entertaining and fascinating.<br /><br />Paul Newman, who was Michael Amoretti's team owner at the time this movie was made, narrates the film. His anecdotes and witticism, drawn from many years as an owner and driver, lends much to the production.<br /><br />The main feature is the race scenes. Turn up the volume here! There is something about riding along at over 200 mph and the musical score that totally draws you into the screen for an experience you will not forget. Wow!<br /><br />The final magical element is the humanity of the Andretti family. This god of the racing world, Mario Andretti, is loving father who proudly watches over his son's career. They work together so well that every father and son should see this. You can tell that they are a close family. I wish we could all have that experience."
9148_7	1	"A much undervalued film that tells the story of a young musician caught in an ever-declining spiral of domestic violence.<br /><br />At times difficult to watch, while Morris Day is portrayed as the misogynist, Prince as the knight on (motorcycle) steed, he is still called upon to twice beat a woman as part of the screenplay. That he can do this and still emerge as a flawed but vindicated hero is credit to the writing. Prince is so free of ego in this film that not only does he portray himself as a narcissistic megalomaniac who beats women, but his most famous song is fictionalised as being written by his father and Wendy & Lisa. Even further, two of his compositions - Computer Blue (admittedly the album's weakest track) and Darling Nikki - are shown as being songs that kill off an audience. Perhaps the only concession to the Princely ego is a card that lists the (slightly shorter than Prince) Apollonia as 5'6.<br /><br />The nearly complete-amateur cast are mainly band members playing themselves (and reviewers who slate the actors on the terms that they've never appeared in other movies are completely missing the point), and do perfectly well under the direction. Morris Day gets most of the plaudits for his likable ham, though Jerome Benton must also get credit for bouncing off him well, particularly their stage act, which is hilarious. Day and Benton even go so far as to make an Abbott and Costello routine funny, which takes some doing.<br /><br />Lastly, there's Prince. While I admit to bias, I do actually think he's a pretty good actor in terms of being able to portray a low-key version of himself. Acting ISN'T his profession, this was a film made for entertainment, so anyone pointing out that the guy in the lead role isn't Robert DeNiro and thinking they're making a point is sadly deluded. I don't want this review to be a derisory attack of other people's comments, but I've even this film slated as having a low budget and being darkly lit. How would a film about domestic violence be shot, then? With full overhead spotlights and a CGI dinosaur walking into frame? <br /><br />The film acts almost as a perfect snapshot of the neon light and skinny tie era until you remember that it was actually made in a world of curly perms and tinny synths, and this isn't some retro-recreation. Prince's best film with Oscar-winning music, it sees him at his zenith, and it's saddening to realise that, even though he would make some fine albums, he would never again capture this high."
11361_4	0	"It is pretty surreal what these flies can do... eh well... this is a cartoon, so anything can happen in it.<br /><br />At first I must tell you that I love animated movies. Unfortunately this year's repertoire is very weak. This cartoon is nothing but a list of flaws:<br /><br />1) I quoted the tag line. It suggests that this movie has great 3D effects. Well, I did not see any, at least not something special I never saw before.<br /><br />2) The \flies\"" in this movie look nothing like real flies. At least they could've make them black. But cyan flies, seriously? With giant heads and slim torsos?<br /><br />3) The story. I guess it was written for 6 year old kids. I could tell it in two sentences it is so over simplified.<br /><br />4) Excessive patriotism. For example: \""They are American files after all!\"" Oh, give me a break."""
11237_8	1	"Star Trek: Hidden Frontier is a long-running internet only fan film, done completely for the love of the series, and a must watch for fans of Trek. The production quality is extremely high for a fan film, although sometimes you can tell that they're green-screenin' it. This doesn't take away from the overall experience however. The CGI ships are fantastic, as well as the space battle scenes... On the negative side, I could tell in the earlier episodes (and even occasionally in the newer ones) that some of the actors/actresses are not quite comfortable in their roles, but once again, this doesn't take away from the overall experience of new interpretations of Star Trek. The cast and crew have truly come up with something special here, and, as a whole,I would highly recommend this series to fans of The Next Generation and Deep Space 9."
8311_1	0	"What this movie fails from answering is how wrong this war is (and most US wars recently made only to get some oil).<br /><br />How many innocent civilian casualties there has been, how many lives perished and how blatantly stupid the perpetrators are.<br /><br />So, let me ask you - if American soldier kills women and children apart from enemy, its OK, but if government accidentally kills their own forces by deadly chemicals while killing many civilians as well, it is not? Your logic fails, gentleman.<br /><br />I'll give it 5 for the solid performance and 1 to everything else, 3 in total."
11611_3	0	"Lady in Cement - PI spoof with ole Blue Eyes.Frank Sinatra is a shamus on a houseboat in Miami in this rarely funny \comedy\"".Burdened by an annoying and repetitious Hugo Montenegro score and bunch of misfiring punchlines this 1968 flick just never rises above slightly too bawdy to be on TV made for television movie status.Dan Blocker is effective in the Mike Mazurski/Ted De Corsia big galoot role and Raquel Welch should thank her personal trainer.The only thing that makes the DVD worth keeping or seeing is the collection of cheesy trailers for Welch flicks like Bandolero,Fantastic Voyage , Mother ,Jugs & Speed and Myra Breckinridge.Even if you get the DVD-skip the predictable movie and go for the trailer library in the special features.Besides tons of mysoginistic asides-Sinatra lisps @ the homosexual owners of the local Go-Go bar.A relic that needs to be put back in the time capsule. D"""
6798_1	0	"This is the worst movie I have ever seen. Everyone involved should be embarrassed. Everyone. Ice-T is pitiful, the dialogue is absolutely awful, and hokie does not begin to describe the performances by every single actor in this movie. The plot steals heavily from Executive Decision, but compared to Air Rage, Executive Decision is Academy Award material. I have never been so disappointed when watching a movie. Air Rage should be burned with its ashes locked in a vault never to see the light of day again. Anyone who has seen it should take a shower and wash the stink of horrible movie off of them. The best part of this movie probably comes from the ending, when the credits rolled. This was easily the worst movie I have ever seen. <br /><br />Ice-T should stick to Law and Order, and the other people in this film should retire early or commit suicide. Either way, they should never attempt to be in a movie again."
